feed_start_date,feed_end_date,feed_version,archive_url,archive_note
20250530,20250604,"Summer 2025, 2025-06-06T20:32:46+00:00, version D",https://cdn.mbtace.com/archive/20250530.zip,
20250528,20250529,"Summer 2025, 2025-06-04T21:27:30+00:00, version D",https://cdn.mbtace.com/archive/20250528.zip,
20250527,20250527,"Summer 2025, 2025-06-03T14:16:37+00:00, version D",https://cdn.mbtace.com/archive/20250527.zip,
20250526,20250526,"Summer 2025, 2025-06-02T20:30:18+00:00, version D",https://cdn.mbtace.com/archive/20250526.zip,
20250522,20250525,"Summer 2025, 2025-05-29T20:54:23+00:00, version D",https://cdn.mbtace.com/archive/20250522.zip,
20250521,20250521,"Summer 2025, 2025-05-28T20:33:59+00:00, version D",https://cdn.mbtace.com/archive/20250521.zip,
20250516,20250520,"Spring 2025, 2025-05-23T19:21:06+00:00, version D",https://cdn.mbtace.com/archive/20250516.zip,
20250515,20250515,"Spring 2025, 2025-05-22T20:25:42+00:00, version D",https://cdn.mbtace.com/archive/20250515.zip,
20250513,20250514,"Spring 2025, 2025-05-20T20:03:52+00:00, version D",https://cdn.mbtace.com/archive/20250513.zip,
20250508,20250512,"Spring 2025, 2025-05-15T20:46:53+00:00, version D",https://cdn.mbtace.com/archive/20250508.zip,
20250507,20250507,"Spring 2025, 2025-05-14T14:15:59+00:00, version D",https://cdn.mbtace.com/archive/20250507.zip,
20250506,20250506,"Spring 2025, 2025-05-13T19:30:48+00:00, version D",https://cdn.mbtace.com/archive/20250506.zip,
20250501,20250505,"Spring 2025, 2025-05-08T22:37:02+00:00, version D",https://cdn.mbtace.com/archive/20250501.zip,
20250428,20250430,"Spring 2025, 2025-05-05T14:38:07+00:00, version D",https://cdn.mbtace.com/archive/20250428.zip,
20250424,20250427,"Spring 2025, 2025-05-01T22:26:20+00:00, version D",https://cdn.mbtace.com/archive/20250424.zip,
20250422,20250423,"Spring 2025, 2025-04-29T20:52:43+00:00, version D",https://cdn.mbtace.com/archive/20250422.zip,
20250417,20250421,"Spring 2025, 2025-04-24T17:58:14+00:00, version D",https://cdn.mbtace.com/archive/20250417.zip,
20250411,20250416,"Spring 2025, 2025-04-18T17:02:46+00:00, version D",https://cdn.mbtace.com/archive/20250411.zip,
20250409,20250410,"Spring 2025, 2025-04-16T19:01:59+00:00, version D",https://cdn.mbtace.com/archive/20250409.zip,
20250404,20250408,"Spring 2025, 2025-04-11T20:50:27+00:00, version D",https://cdn.mbtace.com/archive/20250404.zip,
20250401,20250403,"Spring 2025, 2025-04-08T19:37:48+00:00, version D",https://cdn.mbtace.com/archive/20250401.zip,
20250331,20250331,"Spring 2025, 2025-04-07T19:32:30+00:00, version D",https://cdn.mbtace.com/archive/20250331.zip,
20250327,20250330,"Spring 2025, 2025-04-03T18:46:33+00:00, version D",https://cdn.mbtace.com/archive/20250327.zip,
20250325,20250326,"Spring 2025, 2025-04-01T20:26:40+00:00, version D",https://cdn.mbtace.com/archive/20250325.zip,
20250321,20250324,"Spring 2025, 2025-03-28T17:58:39+00:00, version D",https://cdn.mbtace.com/archive/20250321.zip,
20250320,20250320,"Spring 2025, 2025-03-27T20:14:24+00:00, version D",https://cdn.mbtace.com/archive/20250320.zip,
20250319,20250319,"Spring 2025, 2025-03-26T11:46:01+00:00, version D",https://cdn.mbtace.com/archive/20250319.zip,
20250317,20250318,"Winter 2025, 2025-03-24T19:08:45+00:00, version D",https://cdn.mbtace.com/archive/20250317.zip,
20250313,20250316,"Winter 2025, 2025-03-20T15:32:19+00:00, version D",https://cdn.mbtace.com/archive/20250313.zip,
20250305,20250312,"Winter 2025, 2025-03-12T14:14:35+00:00, version D",https://cdn.mbtace.com/archive/20250305.zip,
20250304,20250304,"Winter 2025, 2025-03-11T19:40:56+00:00, version D",https://cdn.mbtace.com/archive/20250304.zip,
20250227,20250303,"Winter 2025, 2025-03-06T22:24:13+00:00, version D",https://cdn.mbtace.com/archive/20250227.zip,
20250225,20250226,"Winter 2025, 2025-03-04T21:22:25+00:00, version D",https://cdn.mbtace.com/archive/20250225.zip,
20250219,20250224,"Winter 2025, 2025-02-26T21:02:41+00:00, version D",https://cdn.mbtace.com/archive/20250219.zip,
20250218,20250218,"Winter 2025, 2025-02-25T23:16:59+00:00, version D",https://cdn.mbtace.com/archive/20250218.zip,
20250214,20250217,"Winter 2025, 2025-02-21T19:31:50+00:00, version D",https://cdn.mbtace.com/archive/20250214.zip,
20250207,20250213,"Winter 2025, 2025-02-14T21:22:43+00:00, version D",https://cdn.mbtace.com/archive/20250207.zip,
20250206,20250206,"Winter 2025, 2025-02-13T23:35:24+00:00, version D",https://cdn.mbtace.com/archive/20250206.zip,
20250131,20250205,"Winter 2025, 2025-02-07T16:41:48+00:00, version D",https://cdn.mbtace.com/archive/20250131.zip,
20250129,20250130,"Winter 2025, 2025-02-05T21:10:10+00:00, version D",https://cdn.mbtace.com/archive/20250129.zip,
20250128,20250128,"Winter 2025, 2025-02-04T15:37:47+00:00, version D",https://cdn.mbtace.com/archive/20250128.zip,
20250120,20250127,"Winter 2025, 2025-01-27T21:30:33+00:00, version D",https://cdn.mbtace.com/archive/20250120.zip,
20250114,20250119,"Winter 2025, 2025-01-21T18:04:44+00:00, version D",https://cdn.mbtace.com/archive/20250114.zip,
20250110,20250113,"Winter 2025, 2025-01-17T21:34:11+00:00, version D",https://cdn.mbtace.com/archive/20250110.zip,
20250109,20250109,"Winter 2025, 2025-01-16T19:19:52+00:00, version D",https://cdn.mbtace.com/archive/20250109.zip,
20250106,20250108,"Winter 2025, 2025-01-13T21:24:38+00:00, version D",https://cdn.mbtace.com/archive/20250106.zip,
20250102,20250105,"Winter 2025, 2025-01-09T22:04:50+00:00, version D",https://cdn.mbtace.com/archive/20250102.zip,
20241227,20250101,"Winter 2025, 2025-01-03T20:54:57+00:00, version D",https://cdn.mbtace.com/archive/20241227.zip,
20241224,20241226,"Winter 2025, 2024-12-31T18:39:19+00:00, version D",https://cdn.mbtace.com/archive/20241224.zip,
20241217,20241223,"Winter 2025, 2024-12-24T20:50:57+00:00, version D",https://cdn.mbtace.com/archive/20241217.zip,
20241216,20241216,"Winter 2025, 2024-12-23T21:43:20+00:00, version D",https://cdn.mbtace.com/archive/20241216.zip,
20241208,20241215,"Winter 2025, 2024-12-15T03:41:57+00:00, version D",https://cdn.mbtace.com/archive/20241208.zip,
20241205,20241207,"Winter 2025, 2024-12-12T21:32:46+00:00, version D",https://cdn.mbtace.com/archive/20241205.zip,
20241128,20241204,"Winter 2025, 2024-12-05T23:45:10+00:00, version D",https://cdn.mbtace.com/archive/20241128.zip,
20241127,20241127,"Fall 2024, 2024-12-04T23:34:39+00:00, version D",https://cdn.mbtace.com/archive/20241127.zip,
20241115,20241126,"Fall 2024, 2024-11-22T15:32:12+00:00, version D",https://cdn.mbtace.com/archive/20241115.zip,
20241113,20241114,"Fall 2024, 2024-11-20T19:43:17+00:00, version D",https://cdn.mbtace.com/archive/20241113.zip,
20241112,20241112,"Fall 2024, 2024-11-19T19:35:09+00:00, version D",https://cdn.mbtace.com/archive/20241112.zip,
20241107,20241111,"Fall 2024, 2024-11-14T16:08:44+00:00, version D",https://cdn.mbtace.com/archive/20241107.zip,
20241101,20241106,"Fall 2024, 2024-11-08T21:59:52+00:00, version D",https://cdn.mbtace.com/archive/20241101.zip,
20241031,20241031,"Fall 2024, 2024-11-07T19:07:39+00:00, version D",https://cdn.mbtace.com/archive/20241031.zip,
20241027,20241030,"Fall 2024, 2024-11-03T00:02:24+00:00, version D",https://cdn.mbtace.com/archive/20241027.zip,
20241025,20241026,"Fall 2024, 2024-11-01T18:21:00+00:00, version D",https://cdn.mbtace.com/archive/20241025.zip,
20241024,20241024,"Fall 2024, 2024-10-31T19:25:44+00:00, version D",https://cdn.mbtace.com/archive/20241024.zip,
20241021,20241023,"Fall 2024, 2024-10-28T16:04:11+00:00, version D",https://cdn.mbtace.com/archive/20241021.zip,
20241018,20241020,"Fall 2024, 2024-10-25T17:52:34+00:00, version D",https://cdn.mbtace.com/archive/20241018.zip,
20241014,20241017,"Fall 2024, 2024-10-21T17:30:53+00:00, version D",https://cdn.mbtace.com/archive/20241014.zip,
20241012,20241013,"Fall 2024, 2024-10-19T15:25:36+00:00, version D",https://cdn.mbtace.com/archive/20241012.zip,
20241011,20241011,"Fall 2024, 2024-10-18T20:30:31+00:00, version D",https://cdn.mbtace.com/archive/20241011.zip,
20241008,20241010,"Fall 2024, 2024-10-15T21:34:23+00:00, version D",https://cdn.mbtace.com/archive/20241008.zip,
20241003,20241007,"Fall 2024, 2024-10-10T12:30:05+00:00, version D",https://cdn.mbtace.com/archive/20241003.zip,
20240930,20241002,"Fall 2024, 2024-10-07T17:00:55+00:00, version D",https://cdn.mbtace.com/archive/20240930.zip,
20240927,20240929,"Fall 2024, 2024-10-04T20:17:15+00:00, version D",https://cdn.mbtace.com/archive/20240927.zip,
20240925,20240926,"Fall 2024, 2024-10-02T18:59:00+00:00, version D",https://cdn.mbtace.com/archive/20240925.zip,
20240924,20240924,"Fall 2024, 2024-10-01T17:05:29+00:00, version D",https://cdn.mbtace.com/archive/20240924.zip,
20240920,20240923,"Fall 2024, 2024-09-27T20:23:51+00:00, version D",https://cdn.mbtace.com/archive/20240920.zip,
20240917,20240919,"Fall 2024, 2024-09-24T21:00:11+00:00, version D",https://cdn.mbtace.com/archive/20240917.zip,
20240916,20240916,"Fall 2024, 2024-09-23T18:04:35+00:00, version D",https://cdn.mbtace.com/archive/20240916.zip,
20240905,20240915,"Fall 2024, 2024-09-12T18:38:45+00:00, version D",https://cdn.mbtace.com/archive/20240905.zip,
20240904,20240904,"Fall 2024, 2024-09-11T16:11:07+00:00, version D",https://cdn.mbtace.com/archive/20240904.zip,
20240828,20240903,"Fall 2024, 2024-09-04T19:08:53+00:00, version D",https://cdn.mbtace.com/archive/20240828.zip,
20240823,20240827,"Fall 2024, 2024-08-30T19:40:26+00:00, version D",https://cdn.mbtace.com/archive/20240823.zip,
20240816,20240822,"Fall 2024, 2024-08-23T18:24:39+00:00, version D",https://cdn.mbtace.com/archive/20240816.zip,
20240809,20240815,"Fall 2024, 2024-08-16T19:53:52+00:00, version D",https://cdn.mbtace.com/archive/20240809.zip,"Update all_modes feed info, update patches; Fixed typo in feed info, add calendar attributes; Removed Fall test routes; Added missing 66 variant; REQUIRES INPUT: Route 42 Design Center?; Added basic boat services; Added boat service outside east boston; Additional boat. Tests not yet modified.; Revert Dec 13 emergency schedule for bus; Extend Worcester through December; gmake format; Set/tuple fix. Downloading v2 Fall rating; Extend CR rating through fall subway rating; Fix route variants; Added thanksgiving for CR and Ferry; Format; Fix direction; New service code, working shapes; Working on Thanksgiving CR; Need to figure out: Multiple calendar_ids in boat. Elixir test re: Haverhill/bradford. Red line sort order. Non-shuttle route 4 does not have a line id.; Revert to np.NaN in boat.; Fix typo; Calendar overlap on boat. Route remap on route 04.; Working on haverhill disruption; Excluded Haverhill; Demonstrating unexpected/missing service errors; Reorder boat calendar for readability; finish boat; Preliminarily done pending Alert; Fix comment; Updated tests for Boat-F1; Removed comments; Update gtfs_creator2/disruptions/disruptions.py; Delete tests/validators/Missing-shapes.csv; Delete tests/validators/missing_shapes_2.csv; Delete tests/validators/missing_shapes_3.csv; Removed comment; Need help figuring out pathway; Added wheelchair boarding; remove 'place-'; Harvard via Allston; To Nubian; Bracket; Corrections; Newline; Corrections; Sunday service fix?; Sunday service; Removed unecessary haverhill constant; Cleaning, Sunday for CR; Added day after Thanksgiving; Day after thanksgiving take two; Comment fix; Fix design center directions; Demonstration; Removed extraneous replace service; Headsign on rt 4; Harvard Station -> Harvard; trip_route_direction; Rogue comma, 'Harvard' -> 'Harvard via Allston' in trip_route_direction.csv; Headsign tweaks; Design Center -> Drydock; Headsigns, variants; Update route_variants.csv; NOT WORKING: Attempt at 116 corrections; No variant '_'. Trying 4; Via variant 1; At least one of these is variant 4. Troubleshooting; Minimal case for attempting change; Ready for review: Patches. Outstanding questions: 5735.; Extended haverhill; SSH Fix?; Added 120; Added minor variants; Removed debugging variables; 121 _ variant; format; Final tweaks; Uncomment; fix: dates for 8/25 shuttle"
20240807,20240808,"Summer 2024, 2024-08-14T19:49:56+00:00, version D",https://cdn.mbtace.com/archive/20240807.zip,"chore: RL suspension JFK-Kendall 8/19 - 8/25/24; chore: Kendall-JFK shuttle 8/19 - 8/25/24; formatting; chore: add new route, re-sort existing routes; temp: comment out/use incorrect old date until Fall rating is added; temp: split HASTUS export into Summer and Fall, comment out Fall; chore: add 25:00 schedules"
20240802,20240806,"Summer 2024, 2024-08-09T21:10:59+00:00, version D",https://cdn.mbtace.com/archive/20240802.zip,fix: Correct wrong-direction stop sequences etc in existing Ashmont-Mattapan shuttle definition; Add shuttle activation for 08/16-18 Mattapan shuttle; Replace Mattapan Line service during 08/16-18 suspension for track work; Add missing 25:00 info to shuttle activation; Fix formatting; Whoops! Change `ReplaceService`s from June (6) to August (8)
20240729,20240801,"Summer 2024, 2024-08-05T15:38:21+00:00, version D",https://cdn.mbtace.com/archive/20240729.zip,revert temporary zone 1a status; revert rockport line stations as well; undelete weymouth landing; dumb fix
20240726,20240728,"Summer 2024, 2024-08-02T21:01:07+00:00, version D",https://cdn.mbtace.com/archive/20240726.zip,"Suspend OL service btwn Back Bay and Forest Hills, 2024-08-10 to 11; Add shuttle btwn Back Bay and Forest Hills, 2024-08-10 to 11; Add missing direction_id params; ReplaceService -> Disruption; Add missing rows for new shuttle in directions.csv and routes.csv; Fix formatting; Add a missing newline"
20240724,20240725,"Summer 2024, 2024-07-31T22:40:54+00:00, version D",https://cdn.mbtace.com/archive/20240724.zip,chore: special event schedules; chore: ongoing cr corrections
20240719,20240723,"Summer 2024, 2024-07-26T20:03:11+00:00, version D",https://cdn.mbtace.com/archive/20240719.zip,feat: script to find stops by lat/lon; chore: move stops; chore: import kml; feat: implement august 2024 GL-B surge; chore: hastus export for GL-B surge
20240717,20240718,"Summer 2024, 2024-07-24T14:40:25+00:00, version D",https://cdn.mbtace.com/archive/20240717.zip,
20240716,20240716,"Summer 2024, 2024-07-23T20:21:04+00:00, version D",https://cdn.mbtace.com/archive/20240716.zip,"Updated fare media and fare behavior in /input; Confirmed new columns appear in output, added validation for filter_fare_product; Removed some debug statements; Updated test_sort_fares(); Force fix; Format; Lint; Added unit test for filter_fare_product_id in fare_products; Restoring shortening, testing for bug; Removed prints; Format; Added unit test; Format; Added negative case; Indices check"
20240712,20240715,"Summer 2024, 2024-07-19T20:49:52+00:00, version D",https://cdn.mbtace.com/archive/20240712.zip,
20240709,20240711,"Summer 2024, 2024-07-16T21:12:12+00:00, version D",https://cdn.mbtace.com/archive/20240709.zip,"Added shapefiles, trainsformer data; Shuttles defined; Format; Rolled back long-running disruption; Prepare shuttle for testing; Rename SimpleShuttle to be alphabetic; Add stop; Added replacement service; Typo; End dates; Added tracks; Flipped tracks; End stops; Track direction v1; Format; Track hijinx; Tracks, v2; Various fixes, API config needed; Flipped inbound stops; Format; Experiment; Experiment; Format; Attempting to add list support to  infer placement; Fixed route_short_name; No bikes; Add keep_trip_id; Update extended_shuttle_direction.py"
20240703,20240708,"Summer 2024, 2024-07-10T21:02:11+00:00, version D",https://cdn.mbtace.com/archive/20240703.zip,"chore: add HASTUS export for RL Surge Alewife - Park; chore: update trip_route_direction.csv for new HASTUS routes; chore: add service_id to supported HASTUS service codes; Replaced KML files; Updated stop 9070070; Updated coordinates; Added new stop opposite linden; Added AlewifePark custom shuttle definition; Updated inbound stops on AlewifePark simple shuttle; Running into validation errors on Linden St Stop; Fixed swapped indexes. Validating locally; Added shuttle activation; According filenames, shuttlenames; Added manual attributes to hour 25 of activation; Switched destination in shuttle definition; Fixed shape names; Fixed shape names; Fixed shape name; Added weekday appropriately. Renamed Kendall to Kendall/MIT; Accord shuttle activations; Updated 'Park' to 'Park Street' in shuttle 'reason' field; Added missing key to activation; Removed duplicate key from master merge; Added running time between Davis & Alewife"
20240702,20240702,"Summer 2024, 2024-07-09T21:43:50+00:00, version D",https://cdn.mbtace.com/archive/20240702.zip,
20240627,20240701,"Summer 2024, 2024-07-04T03:23:21+00:00, version D",https://cdn.mbtace.com/archive/20240627.zip,
20240626,20240626,"Summer 2024, 2024-07-03T19:39:40+00:00, version D",https://cdn.mbtace.com/archive/20240626.zip,chore: No timeframes for default fares; chore: Scaffolding for Sumner Tunnel fare period; chore: Subway fare changes for Sumner Tunnel closure; chore: Commuter Rail fare changes for Sumner Tunnel closure; chore: Free fares systemwide after 21:30 on 4 July; chore: Free fares North Station–Porter 13–28 July
20240625,20240625,"Summer 2024, 2024-07-02T21:23:09+00:00, version D",https://cdn.mbtace.com/archive/20240625.zip,"chore: add CR July 4 schedules; chore: add ReplaceService for July 4 CR schedules, remove July 5 for CapeFlyer; chore: add special service for Cape-Flyer on July 4th; fix: remove duplicate service prefix and fix typo"
20240613,20240624,"Summer 2024, 2024-06-20T21:13:16+00:00, version D",https://cdn.mbtace.com/archive/20240613.zip,chore: Disruption for celtics victory parade; Newlines for linting; Update ratings.py; Tweaks; V2; Crash demonstration; New errors; Error demonstration 1; Working?; Moved from TMP to CR disruptions; Removed debug comments; Update disruptions.py; Update disruptions.py; Add franklin; Update disruptions.py; Update disruptions.py
20240611,20240612,"Summer 2024, 2024-06-18T14:57:22+00:00, version D",https://cdn.mbtace.com/archive/20240611.zip,feat: OL TIP Wellington-North Station Shuttles 6/24-6/30; fix: Set correct date for Sunday 6/30 service replacement
20240607,20240610,"Summer 2024, 2024-06-14T21:51:57+00:00, version D",https://cdn.mbtace.com/archive/20240607.zip,chore: North Station-Oak Grove custom shuttle; fix: direction; fix: unique route name; chore: HASTUS diversion schedule; fix: download HASTUS export
20240531,20240606,"Summer 2024, 2024-06-07T20:59:32+00:00, version D",https://cdn.mbtace.com/archive/20240531.zip,"Updated patches for Summer 2024 rating; Updated feed_info; Updated calendar_attributes.py with summer rating; Updated boat calendar; Added service codes; Reverted bus and heavy rail alternate schedules; Hiding newly created utility folder that I'm using to test scripts; Updated Columbus day to IPD, which public-facing communications seem to use; Added July 4; Added ferry holiday disruptions; Extended validation date on boat and CR. Where to find transfer.txt?; Added replace service = none for needham heights; Added additional shovel to cover forest hills - needham heights. Added Providence to transfer exemption list. Will this have to be removed later?; Formatted; Need help validating needham; Help with Needham validation take two; Working, hopefully; Switched tracks on Needham disruption; Jk jk; Formatter; Update disruptions.py; Simpler fixes per Josh; Removed unused patch routes; Fixes w/ Josh; Forgot to update the rating key; Fixes per Josh; 1817 still needed in Spring rating; Format"
20240527,20240530,"Spring 2024, 2024-06-03T21:50:26+00:00, version D",https://cdn.mbtace.com/archive/20240527.zip,"chore: ðŸš§ðŸŸ  OL Signals, Oak Grove to North Station, EA-weekend June 7-9; fix: update disruption config to take into account sat / sun schedules; chore: remove prior shuttle, rename to differentiate from prior activation; fix: rename shuttle; fix: remove old activation; fix: keep existing shuttle from the past; chore: fix last trip typo; Revert ""fix: keep existing shuttle from the past"""
20240521,20240526,"Spring 2024, 2024-05-28T21:24:51+00:00, version D",https://cdn.mbtace.com/archive/20240521.zip,chore: Added Harvard-Alewife Disruption for Jun 1; fix: allow shuttles in different ratings
20240517,20240520,"Spring 2024, 2024-05-24T21:46:26+00:00, version D",https://cdn.mbtace.com/archive/20240517.zip,"chore: Needham suspension; wip: Needham Line shuttle Forest Hills to Newton Highlands; wip: whitespace; wip: whitespace; wip: formatting; chore: shapes, new stops, route and direction ID; chore: shapes, stops; temp: activate suspend SimpleShuttle; temp: import suspend; chore: shorten service ID; chore: change Needham Junction stop location; chore: change of plans for stops and route, parent stops; chore: parent stop for Newton Highlands shuttle; chore: validator exception for Needham suspension; chore: validate test; chore: flip Bellevue stop names; chore: move Needham Heights stops to match bus stop reality; chore: adjust dates; chore: remove temp suspension replaced by Arrow; fix: remove unused dependency"
20240515,20240516,"Spring 2024, 2024-05-22T20:22:34+00:00, version D",https://cdn.mbtace.com/archive/20240515.zip,
20240514,20240514,"Spring 2024, 2024-05-21T23:34:57+00:00, version D",https://cdn.mbtace.com/archive/20240514.zip,"fix: Correctly map direction IDs to shape IDs for NorthStationOakGrove shuttle; Remove an unneeded comment from my previous PR :sweat_smile:; fix: Correctly map direction IDs to destinations for NorthStationOakGrove shuttle; fix: Correct southern destination for NorthStationOakGrove shuttle: Forest Hills -> North Station; tweak: OL Maffa EA weekday work now ends Thu 5-23, not Fri 5-24; Change destination to a human-readable string; Change destination to a human-readable string; tweak: Shuttle for OL Maffa EA weekday work now ends Thu 5-23, not Fri 5-24"
